stateAfips,countyAfips,stateAname,countyAname,population2020,births2020,deaths2020
38,057,North Dakota,Mercer County,8330,16,20
38,059,North Dakota,Morton County,33333,114,87
38,061,North Dakota,Mountrail County,9765,37,51
38,063,North Dakota,Nelson County,2989,5,18
38,065,North Dakota,Oliver County,1866,5,5
38,067,North Dakota,Pembina County,6827,21,20
38,069,North Dakota,Pierce County,3968,13,18
38,071,North Dakota,Ramsey County,11555,37,57
38,073,North Dakota,Ransom County,5703,16,16
38,075,North Dakota,Renville County,2272,5,6
38,077,North Dakota,Richland County,16524,47,26
38,079,North Dakota,Rolette County,12162,49,45
38,081,North Dakota,Sargent County,3842,9,15
38,083,North Dakota,Sheridan County,1258,3,3
38,085,North Dakota,Sioux County,3884,20,15
38,087,North Dakota,Slope County,701,0,3
38,089,North Dakota,Stark County,33805,142,68
38,091,North Dakota,Steele County,1797,7,3
38,093,North Dakota,Stutsman County,21529,50,65
38,095,North Dakota,Towner County,2138,3,10
38,097,North Dakota,Traill County,7974,20,26
38,099,North Dakota,Walsh County,10520,27,35
38,101,North Dakota,Ward County,69847,272,197
38,103,North Dakota,Wells County,3955,5,18
38,105,North Dakota,Williams County,41149,203,69
39,001,Ohio,Adams County,27434,82,105
39,003,Ohio,Allen County,102059,298,314
39,005,Ohio,Ashland County,52420,134,171
39,007,Ohio,Ashtabula County,97413,239,340
39,009,Ohio,Athens County,62350,114,139
39,011,Ohio,Auglaize County,46411,131,159
39,013,Ohio,Belmont County,66235,157,279
39,015,Ohio,Brown County,43629,133,176
39,017,Ohio,Butler County,390600,1115,1026
39,019,Ohio,Carroll County,26689,61,86
39,021,Ohio,Champaign County,38705,111,136
39,023,Ohio,Clark County,135719,348,543
39,025,Ohio,Clermont County,208635,553,560
39,027,Ohio,Clinton County,41962,113,158
39,029,Ohio,Columbiana County,101607,221,395
39,031,Ohio,Coshocton County,36548,94,128
39,033,Ohio,Crawford County,41928,98,193
39,035,Ohio,Cuyahoga County,1261696,3267,4200
39,037,Ohio,Darke County,51882,176,186
39,039,Ohio,Defiance County,38227,114,126
39,041,Ohio,Delaware County,215062,513,372
39,043,Ohio,Erie County,75429,194,320
39,045,Ohio,Fairfield County,159357,389,434
39,047,Ohio,Fayette County,28939,84,121
39,049,Ohio,Franklin County,1324013,4491,3091
39,051,Ohio,Fulton County,42619,111,118
39,053,Ohio,Gallia County,29193,90,106
39,055,Ohio,Geauga County,95334,247,243
39,057,Ohio,Greene County,168025,411,439
39,059,Ohio,Guernsey County,38390,93,133
39,061,Ohio,Hamilton County,829909,2568,2371
39,063,Ohio,Hancock County,74830,198,218
39,065,Ohio,Hardin County,30725,95,90
39,067,Ohio,Harrison County,14493,54,51
39,069,Ohio,Henry County,27629,70,85
39,071,Ohio,Highland County,43321,120,154
39,073,Ohio,Hocking County,27999,73,101
39,075,Ohio,Holmes County,44194,201,111
39,077,Ohio,Huron County,58439,156,197
39,079,Ohio,Jackson County,32642,84,132
39,081,Ohio,Jefferson County,65107,173,279
39,083,Ohio,Knox County,62765,188,180
39,085,Ohio,Lake County,232410,518,748
39,087,Ohio,Lawrence County,58132,157,201
39,089,Ohio,Licking County,178680,495,512
39,091,Ohio,Logan County,46065,105,115
39,093,Ohio,Lorain County,313367,827,881
39,095,Ohio,Lucas County,430728,1257,1403
39,097,Ohio,Madison County,43823,116,115
39,099,Ohio,Mahoning County,227948,580,981
39,101,Ohio,Marion County,65363,172,212
39,103,Ohio,Medina County,182550,405,477
39,105,Ohio,Meigs County,22118,42,107
39,107,Ohio,Mercer County,42471,147,140
39,109,Ohio,Miami County,108821,296,355
39,111,Ohio,Monroe County,13354,34,51
39,113,Ohio,Montgomery County,536629,1480,1901
39,115,Ohio,Morgan County,13741,37,61
39,117,Ohio,Morrow County,34964,96,93
39,119,Ohio,Muskingum County,86342,226,297
39,121,Ohio,Noble County,14090,37,48
39,123,Ohio,Ottawa County,40260,89,176
39,125,Ohio,Paulding County,18804,59,54
39,127,Ohio,Perry County,35439,111,99
39,129,Ohio,Pickaway County,58628,172,201
39,131,Ohio,Pike County,27050,85,113
39,133,Ohio,Portage County,161775,330,439
39,135,Ohio,Preble County,40964,104,148
39,137,Ohio,Putnam County,34380,95,94
39,139,Ohio,Richland County,124840,314,424
39,141,Ohio,Ross County,76985,187,301
39,143,Ohio,Sandusky County,58832,159,184
39,145,Ohio,Scioto County,73720,152,366
39,147,Ohio,Seneca County,54990,143,197
39,149,Ohio,Shelby County,48119,179,184
39,151,Ohio,Stark County,374357,1040,1356
39,153,Ohio,Summit County,539530,1346,1793
39,155,Ohio,Trumbull County,201405,452,823
39,157,Ohio,Tuscarawas County,93063,260,382
39,159,Ohio,Union County,63077,186,130
39,161,Ohio,Van Wert County,28878,74,101
39,163,Ohio,Vinton County,12784,30,47
39,165,Ohio,Warren County,243004,596,620
39,167,Ohio,Washington County,59613,140,225
39,169,Ohio,Wayne County,116840,363,376
39,171,Ohio,Williams County,37025,90,109
39,173,Ohio,Wood County,132212,299,342
39,175,Ohio,Wyandot County,21854,47,79
40,001,Oklahoma,Adair County,19415,49,67
40,003,Oklahoma,Alfalfa County,5713,15,15
40,005,Oklahoma,Atoka County,14174,38,47
40,007,Oklahoma,Beaver County,5012,12,24
40,009,Oklahoma,Beckham County,22302,56,66
40,011,Oklahoma,Blaine County,8711,30,43
40,013,Oklahoma,Bryan County,46293,136,125
40,015,Oklahoma,Caddo County,26858,87,110
40,017,Oklahoma,Canadian County,155507,421,317
40,019,Oklahoma,Carter County,48003,159,167
40,021,Oklahoma,Cherokee County,47081,137,161
40,023,Oklahoma,Choctaw County,14196,40,58
40,025,Oklahoma,Cimarron County,2290,3,5
40,027,Oklahoma,Cleveland County,296019,675,677
40,029,Oklahoma,Coal County,5279,15,22
40,031,Oklahoma,Comanche County,121129,441,292
40,033,Oklahoma,Cotton County,5543,19,21
40,035,Oklahoma,Craig County,14146,48,52
40,037,Oklahoma,Creek County,71776,200,253
40,039,Oklahoma,Custer County,28423,106,102
40,041,Oklahoma,Delaware County,40400,107,180
40,043,Oklahoma,Dewey County,4466,17,20
40,045,Oklahoma,Ellis County,3745,12,7
40,047,Oklahoma,Garfield County,62629,178,204
40,049,Oklahoma,Garvin County,25627,71,103
40,051,Oklahoma,Grady County,54805,135,163
40,053,Oklahoma,Grant County,4168,9,20
40,055,Oklahoma,Greer County,5488,10,16
40,057,Oklahoma,Harmon County,2465,6,9
40,059,Oklahoma,Harper County,3255,8,10
40,061,Oklahoma,Haskell County,11549,37,49
40,063,Oklahoma,Hughes County,13334,38,48
40,065,Oklahoma,Jackson County,24731,90,71
40,067,Oklahoma,Jefferson County,5326,13,21
40,069,Oklahoma,Johnston County,10222,33,42
40,071,Oklahoma,Kay County,43541,119,190
40,073,Oklahoma,Kingfisher County,15151,49,43
40,075,Oklahoma,Kiowa County,8487,20,45
40,077,Oklahoma,Latimer County,9461,26,29
40,079,Oklahoma,Le Flore County,48131,134,189
40,081,Oklahoma,Lincoln County,33469,76,94
40,083,Oklahoma,Logan County,49726,128,117
40,085,Oklahoma,Love County,10143,25,45
40,087,Oklahoma,McClain County,41887,97,97
40,089,Oklahoma,McCurtain County,30786,89,125
40,091,Oklahoma,McIntosh County,18946,34,77
40,093,Oklahoma,Major County,7750,11,18
40,095,Oklahoma,Marshall County,15342,47,49
40,097,Oklahoma,Mayes County,39066,121,134
40,099,Oklahoma,Murray County,13869,48,63
40,101,Oklahoma,Muskogee County,66160,198,281
40,103,Oklahoma,Noble County,10900,29,43
40,105,Oklahoma,Nowata County,9296,21,40
40,107,Oklahoma,Okfuskee County,11238,33,64
40,109,Oklahoma,Oklahoma County,797296,2681,2273
40,111,Oklahoma,Okmulgee County,36679,115,135
40,113,Oklahoma,Osage County,45741,107,147
40,115,Oklahoma,Ottawa County,30209,80,111
40,117,Oklahoma,Pawnee County,15544,46,57
40,119,Oklahoma,Payne County,81592,187,171
40,121,Oklahoma,Pittsburg County,43727,114,185
40,123,Oklahoma,Pontotoc County,38077,124,130
40,125,Oklahoma,Pottawatomie County,72441,190,276
40,127,Oklahoma,Pushmataha County,10797,28,44
40,129,Oklahoma,Roger Mills County,3427,7,15
40,131,Oklahoma,Rogers County,95315,225,250
40,133,Oklahoma,Seminole County,23508,64,102
40,135,Oklahoma,Sequoyah County,39255,121,140
40,137,Oklahoma,Stephens County,42753,121,188
40,139,Oklahoma,Texas County,21283,85,54
40,141,Oklahoma,Tillman County,6956,24,28
40,143,Oklahoma,Tulsa County,670157,2038,1816
40,145,Oklahoma,Wagoner County,81377,240,186
40,147,Oklahoma,Washington County,52593,157,169
40,149,Oklahoma,Washita County,10903,40,39
40,151,Oklahoma,Woods County,8587,14,27
40,153,Oklahoma,Woodward County,20385,47,52
41,001,Oregon,Baker County,16689,36,72
41,003,Oregon,Benton County,95167,180,172
41,005,Oregon,Clackamas County,422160,988,1045
41,007,Oregon,Clatsop County,41089,76,122
41,009,Oregon,Columbia County,52631,124,163
41,011,Oregon,Coos County,64887,146,295
41,013,Oregon,Crook County,24923,63,69
41,015,Oregon,Curry County,23503,42,126
41,017,Oregon,Deschutes County,199355,483,426
41,019,Oregon,Douglas County,111235,284,483
41,021,Oregon,Gilliam County,2016,5,3
41,023,Oregon,Grant County,7223,15,36
41,025,Oregon,Harney County,7491,17,24
41,027,Oregon,Hood River County,23943,55,51
41,029,Oregon,Jackson County,223394,530,733
41,031,Oregon,Jefferson County,24518,70,98
41,033,Oregon,Josephine County,88105,195,388
41,035,Oregon,Klamath County,69504,207,243
41,037,Oregon,Lake County,8149,12,33
41,039,Oregon,Lane County,382940,737,1105
41,041,Oregon,Lincoln County,50472,90,195
41,043,Oregon,Linn County,128936,380,401
41,045,Oregon,Malheur County,31608,126,132
41,047,Oregon,Marion County,346202,1009,883
41,049,Oregon,Morrow County,12191,31,29
41,051,Oregon,Multnomah County,815871,2033,1810
41,053,Oregon,Polk County,87863,211,242
41,055,Oregon,Sherman County,1872,5,4
41,057,Oregon,Tillamook County,27471,81,95
41,059,Oregon,Umatilla County,80011,229,228
41,061,Oregon,Union County,26149,70,87
41,063,Oregon,Wallowa County,7387,12,22
41,065,Oregon,Wasco County,26611,74,103
41,067,Oregon,Washington County,600689,1533,1079
41,069,Oregon,Wheeler County,1457,2,9
41,071,Oregon,Yamhill County,107832,274,328
42,001,Pennsylvania,Adams County,103795,213,300
42,003,Pennsylvania,Allegheny County,1248717,3123,3972
42,005,Pennsylvania,Armstrong County,65445,180,248
42,007,Pennsylvania,Beaver County,167732,367,650
42,009,Pennsylvania,Bedford County,47523,116,175
42,011,Pennsylvania,Berks County,428694,1135,1188
42,013,Pennsylvania,Blair County,122518,280,477
42,015,Pennsylvania,Bradford County,59858,151,233
42,017,Pennsylvania,Bucks County,646008,1349,1911
42,019,Pennsylvania,Butler County,193851,413,605
42,021,Pennsylvania,Cambria County,132957,305,604
42,023,Pennsylvania,Cameron County,4519,4,17
42,025,Pennsylvania,Carbon County,64751,131,189
42,027,Pennsylvania,Centre County,157929,289,287
42,029,Pennsylvania,Chester County,534645,1296,1182
42,031,Pennsylvania,Clarion County,37178,91,131
42,033,Pennsylvania,Clearfield County,80394,200,292
42,035,Pennsylvania,Clinton County,37350,110,125
42,037,Pennsylvania,Columbia County,64667,143,217
42,039,Pennsylvania,Crawford County,83723,223,285
42,041,Pennsylvania,Cumberland County,259996,648,716
42,043,Pennsylvania,Dauphin County,286544,788,729
42,045,Pennsylvania,Delaware County,576388,1508,1692
42,047,Pennsylvania,Elk County,30927,65,82
42,049,Pennsylvania,Erie County,270427,700,851
42,051,Pennsylvania,Fayette County,128393,332,567
42,053,Pennsylvania,Forest County,6952,7,27
42,055,Pennsylvania,Franklin County,155874,423,470
42,057,Pennsylvania,Fulton County,14549,35,45
42,059,Pennsylvania,Greene County,35813,74,137
42,061,Pennsylvania,Huntingdon County,44030,87,106
42,063,Pennsylvania,Indiana County,83116,196,264
42,065,Pennsylvania,Jefferson County,44431,123,157
42,067,Pennsylvania,Juniata County,23451,48,65
42,069,Pennsylvania,Lackawanna County,215516,498,742
42,071,Pennsylvania,Lancaster County,552597,1522,1585
42,073,Pennsylvania,Lawrence County,85865,193,360
42,075,Pennsylvania,Lebanon County,143242,383,443
42,077,Pennsylvania,Lehigh County,374504,1015,1026
42,079,Pennsylvania,Luzerne County,325057,767,1269
42,081,Pennsylvania,Lycoming County,113980,282,435
42,083,Pennsylvania,McKean County,40306,82,176
42,085,Pennsylvania,Mercer County,110333,237,466
42,087,Pennsylvania,Mifflin County,46073,124,173
42,089,Pennsylvania,Monroe County,168248,345,465
42,091,Pennsylvania,Montgomery County,856947,2046,2319
42,093,Pennsylvania,Montour County,18115,53,47
42,095,Pennsylvania,Northampton County,312855,686,862
42,097,Pennsylvania,Northumberland County,91471,216,347
42,099,Pennsylvania,Perry County,45821,136,127
42,101,Pennsylvania,Philadelphia County,1601005,4796,4262
42,103,Pennsylvania,Pike County,58591,94,135
42,105,Pennsylvania,Potter County,16356,39,72
42,107,Pennsylvania,Schuylkill County,142777,301,608
42,109,Pennsylvania,Snyder County,39717,99,97
42,111,Pennsylvania,Somerset County,73917,162,304
42,113,Pennsylvania,Sullivan County,5838,24,30
42,115,Pennsylvania,Susquehanna County,38354,87,135
42,117,Pennsylvania,Tioga County,40969,107,140
42,119,Pennsylvania,Union County,42625,92,108
42,121,Pennsylvania,Venango County,50275,109,213
42,123,Pennsylvania,Warren County,38480,84,162
42,125,Pennsylvania,Washington County,209157,468,789
42,127,Pennsylvania,Wayne County,51101,99,194
42,129,Pennsylvania,Westmoreland County,353998,731,1369
42,131,Pennsylvania,Wyoming County,26001,57,94
42,133,Pennsylvania,York County,456389,1127,1329
44,001,Rhode Island,Bristol County,50750,77,137
44,003,Rhode Island,Kent County,170323,374,577
44,005,Rhode Island,Newport County,85388,149,261
44,007,Rhode Island,Providence County,660015,1674,1700
44,009,Rhode Island,Washington County,129753,210,361
45,001,South Carolina,Abbeville County,24212,54,109
45,003,South Carolina,Aiken County,169032,391,551
45,005,South Carolina,Allendale County,7990,16,31
45,007,South Carolina,Anderson County,204032,500,699
45,009,South Carolina,Bamberg County,13251,22,44
45,011,South Carolina,Barnwell County,20567,64,71
45,013,South Carolina,Beaufort County,187691,439,514
45,015,South Carolina,Berkeley County,231568,686,456
45,017,South Carolina,Calhoun County,14125,20,40
45,019,South Carolina,Charleston County,409418,1198,975
45,021,South Carolina,Cherokee County,56179,156,203
45,023,South Carolina,Chester County,32276,71,128
45,025,South Carolina,Chesterfield County,43258,108,142
45,027,South Carolina,Clarendon County,31093,73,122
45,029,South Carolina,Colleton County,38543,110,148
45,031,South Carolina,Darlington County,62833,187,253
45,033,South Carolina,Dillon County,28284,94,107
45,035,South Carolina,Dorchester County,161975,424,350
45,037,South Carolina,Edgefield County,25675,44,73
45,039,South Carolina,Fairfield County,20858,45,100
45,041,South Carolina,Florence County,136805,352,508
45,043,South Carolina,Georgetown County,63440,108,244
45,045,South Carolina,Greenville County,526980,1517,1358
45,047,South Carolina,Greenwood County,69380,207,223
45,049,South Carolina,Hampton County,18512,49,71
45,051,South Carolina,Horry County,353498,763,1183
45,053,South Carolina,Jasper County,29073,85,70
45,055,South Carolina,Kershaw County,65536,155,216
45,057,South Carolina,Lancaster County,96652,217,279
45,059,South Carolina,Laurens County,67551,182,302
45,061,South Carolina,Lee County,16458,47,77
45,063,South Carolina,Lexington County,294891,769,798
45,065,South Carolina,McCormick County,9513,13,57
45,067,South Carolina,Marion County,29043,63,138
45,069,South Carolina,Marlboro County,26537,74,150
45,071,South Carolina,Newberry County,37715,104,136
45,073,South Carolina,Oconee County,78638,143,303
45,075,South Carolina,Orangeburg County,83958,211,316
45,077,South Carolina,Pickens County,131602,320,390
45,079,South Carolina,Richland County,416527,1098,925
45,081,South Carolina,Saluda County,18830,48,63
45,083,South Carolina,Spartanburg County,329364,939,971
45,085,South Carolina,Sumter County,105417,348,361
45,087,South Carolina,Union County,27148,53,122
45,089,South Carolina,Williamsburg County,30902,58,124
45,091,South Carolina,York County,283899,714,633
46,003,South Dakota,Aurora County,2733,5,8
46,005,South Dakota,Beadle County,19146,80,58
46,007,South Dakota,Bennett County,3386,13,13
46,009,South Dakota,Bon Homme County,6979,18,26
46,011,South Dakota,Brookings County,34339,86,54
46,013,South Dakota,Brown County,38210,108,103
46,015,South Dakota,Brule County,5263,25,15
46,017,South Dakota,Buffalo County,1944,12,10
46,019,South Dakota,Butte County,10249,29,49
46,021,South Dakota,Campbell County,1374,2,4
46,023,South Dakota,Charles Mix County,9351,30,37
46,025,South Dakota,Clark County,3850,17,11
46,027,South Dakota,Clay County,14998,35,27
46,029,South Dakota,Codington County,28309,67,84
46,031,South Dakota,Corson County,3893,24,16
46,033,South Dakota,Custer County,8328,20,34
46,035,South Dakota,Davison County,19936,64,54
46,037,South Dakota,Day County,5425,12,23
46,039,South Dakota,Deuel County,4299,17,12
46,041,South Dakota,Dewey County,5226,27,11
46,043,South Dakota,Douglas County,2824,10,16
46,045,South Dakota,Edmunds County,3977,18,13
46,047,South Dakota,Fall River County,6964,7,33
46,049,South Dakota,Faulk County,2128,13,6
46,051,South Dakota,Grant County,7532,29,26
46,053,South Dakota,Gregory County,3994,8,18
46,055,South Dakota,Haakon County,1869,6,6
46,057,South Dakota,Hamlin County,6167,37,16
46,059,South Dakota,Hand County,3130,7,11
46,061,South Dakota,Hanson County,3461,10,8
46,063,South Dakota,Harding County,1317,8,1
46,065,South Dakota,Hughes County,17704,58,71
46,067,South Dakota,Hutchinson County,7411,24,34
46,069,South Dakota,Hyde County,1258,5,5
46,071,South Dakota,Jackson County,2810,24,6
46,073,South Dakota,Jerauld County,1657,4,4
46,075,South Dakota,Jones County,925,4,1
46,077,South Dakota,Kingsbury County,5211,21,15
46,079,South Dakota,Lake County,11010,39,21
46,081,South Dakota,Lawrence County,25812,58,76
46,083,South Dakota,Lincoln County,65613,227,96
46,085,South Dakota,Lyman County,3714,16,10
46,087,South Dakota,McCook County,5661,20,24
46,089,South Dakota,McPherson County,2397,5,13
46,091,South Dakota,Marshall County,4300,12,6
46,093,South Dakota,Meade County,29853,64,80
46,095,South Dakota,Mellette County,1916,5,10
46,097,South Dakota,Miner County,2294,7,6
46,099,South Dakota,Minnehaha County,197511,702,529
46,101,South Dakota,Moody County,6324,21,18
46,102,South Dakota,Oglala Lakota County,13672,72,29
46,103,South Dakota,Pennington County,109475,350,309
46,105,South Dakota,Perkins County,2824,5,11
46,107,South Dakota,Potter County,2471,4,9
46,109,South Dakota,Roberts County,10257,39,32
46,111,South Dakota,Sanborn County,2318,7,9
46,115,South Dakota,Spink County,6338,24,23
46,117,South Dakota,Stanley County,2976,7,4
46,119,South Dakota,Sully County,1446,1,4
46,121,South Dakota,Todd County,9319,50,24
46,123,South Dakota,Tripp County,5601,23,29
46,125,South Dakota,Turner County,8673,17,30
46,127,South Dakota,Union County,16832,41,46
46,129,South Dakota,Walworth County,5289,13,13
46,135,South Dakota,Yankton County,23238,54,89
46,137,South Dakota,Ziebach County,2388,14,7
47,001,Tennessee,Anderson County,77209,173,278
47,003,Tennessee,Bedford County,50302,160,172
47,005,Tennessee,Benton County,15812,33,93
47,007,Tennessee,Bledsoe County,14930,28,44
47,009,Tennessee,Blount County,135566,310,432
47,011,Tennessee,Bradley County,108741,295,379
47,013,Tennessee,Campbell County,39277,110,153
47,015,Tennessee,Cannon County,14547,40,62
47,017,Tennessee,Carroll County,28415,73,139
47,019,Tennessee,Carter County,56315,101,229
47,021,Tennessee,Cheatham County,41087,95,147
47,023,Tennessee,Chester County,17347,34,59
47,025,Tennessee,Claiborne County,32038,62,128
47,027,Tennessee,Clay County,7554,15,61
47,029,Tennessee,Cocke County,36022,83,156
47,031,Tennessee,Coffee County,58102,192,210
47,033,Tennessee,Crockett County,13884,47,75
47,035,Tennessee,Cumberland County,61272,112,275
47,037,Tennessee,Davidson County,715486,2291,1720
47,039,Tennessee,Decatur County,11402,25,75
47,041,Tennessee,DeKalb County,20171,60,78
47,043,Tennessee,Dickson County,54432,152,157
47,045,Tennessee,Dyer County,36646,104,170
47,047,Tennessee,Fayette County,42139,99,121
47,049,Tennessee,Fentress County,18522,44,86
47,051,Tennessee,Franklin County,42781,87,163
47,053,Tennessee,Gibson County,50375,125,230
47,055,Tennessee,Giles County,30295,63,149
47,057,Tennessee,Grainger County,23525,49,104
47,059,Tennessee,Greene County,70220,141,282
47,061,Tennessee,Grundy County,13531,44,75
47,063,Tennessee,Hamblen County,64435,156,289
47,065,Tennessee,Hamilton County,366991,1063,1105
47,067,Tennessee,Hancock County,6622,11,30
47,069,Tennessee,Hardeman County,25410,60,90
47,071,Tennessee,Hardin County,26800,44,105
47,073,Tennessee,Hawkins County,56669,121,216
47,075,Tennessee,Haywood County,17795,49,75
47,077,Tennessee,Henderson County,27818,82,131
47,079,Tennessee,Henry County,32115,77,150
47,081,Tennessee,Hickman County,24942,56,115
47,083,Tennessee,Houston County,8285,16,42
47,085,Tennessee,Humphreys County,18974,44,74
47,087,Tennessee,Jackson County,11617,24,55
47,089,Tennessee,Jefferson County,54870,137,204
47,091,Tennessee,Johnson County,17966,34,75
47,093,Tennessee,Knox County,480126,1283,1401
47,095,Tennessee,Lake County,6980,9,26
47,097,Tennessee,Lauderdale County,25100,68,81
47,099,Tennessee,Lawrence County,44189,134,173
47,101,Tennessee,Lewis County,12602,37,48
47,103,Tennessee,Lincoln County,35309,87,138
47,105,Tennessee,Loudon County,55097,132,190
47,107,Tennessee,McMinn County,53315,150,231
47,109,Tennessee,McNairy County,25839,57,127
47,111,Tennessee,Macon County,25243,83,100
47,113,Tennessee,Madison County,98777,327,383
47,115,Tennessee,Marion County,28834,80,118
47,117,Tennessee,Marshall County,34441,105,94
47,119,Tennessee,Maury County,101700,336,298
47,121,Tennessee,Meigs County,12785,24,57
47,123,Tennessee,Monroe County,46384,130,157
47,125,Tennessee,Montgomery County,221160,880,457
47,127,Tennessee,Moore County,6457,13,16
47,129,Tennessee,Morgan County,21020,39,82
47,131,Tennessee,Obion County,30716,62,121
47,133,Tennessee,Overton County,22588,64,81
47,135,Tennessee,Perry County,8360,22,29
47,137,Tennessee,Pickett County,4995,5,14
47,139,Tennessee,Polk County,17569,35,54
47,141,Tennessee,Putnam County,79982,181,283
47,143,Tennessee,Rhea County,32903,81,113
47,145,Tennessee,Roane County,53513,120,208
47,147,Tennessee,Robertson County,72860,187,242
47,149,Tennessee,Rutherford County,343128,1010,684
47,151,Tennessee,Scott County,21842,56,67
47,153,Tennessee,Sequatchie County,15863,41,33
47,155,Tennessee,Sevier County,98497,252,307
47,157,Tennessee,Shelby County,928644,2994,2811
47,159,Tennessee,Smith County,19939,53,67
47,161,Tennessee,Stewart County,13683,40,64
47,163,Tennessee,Sullivan County,158092,336,650
47,165,Tennessee,Sumner County,197272,519,500
47,167,Tennessee,Tipton County,60961,146,201
47,169,Tennessee,Trousdale County,11661,30,21
47,171,Tennessee,Unicoi County,17867,26,74
47,173,Tennessee,Union County,19820,42,94
47,175,Tennessee,Van Buren County,6171,18,31
47,177,Tennessee,Warren County,41023,114,132
47,179,Tennessee,Washington County,133080,270,468
47,181,Tennessee,Wayne County,16202,39,63
47,183,Tennessee,Weakley County,32864,74,119
47,185,Tennessee,White County,27424,74,100
47,187,Tennessee,Williamson County,249424,536,378
47,189,Tennessee,Wilson County,148564,433,429
48,001,Texas,Anderson County,57881,145,205
48,003,Texas,Andrews County,18612,68,25
48,005,Texas,Angelina County,86345,249,281
48,007,Texas,Aransas County,23916,48,116
48,009,Texas,Archer County,8557,23,32
48,011,Texas,Armstrong County,1847,4,12
48,013,Texas,Atascosa County,49089,153,128
48,015,Texas,Austin County,30109,83,98
48,017,Texas,Bailey County,6859,38,24
48,019,Texas,Bandera County,20987,46,78
48,021,Texas,Bastrop County,97983,248,194
48,023,Texas,Baylor County,3464,10,11
48,025,Texas,Bee County,30990,69,80
48,027,Texas,Bell County,371981,1391,715
48,029,Texas,Bexar County,2014052,6137,4255
48,031,Texas,Blanco County,11454,26,30
48,033,Texas,Borden County,641,1,4
48,035,Texas,Bosque County,18239,54,75
48,037,Texas,Bowie County,92792,238,317
48,039,Texas,Brazoria County,373368,1162,754
48,041,Texas,Brazos County,234480,653,304
48,043,Texas,Brewster County,9566,19,21
48,045,Texas,Briscoe County,1421,2,1
48,047,Texas,Brooks County,7030,22,20
48,049,Texas,Brown County,38002,94,168
48,051,Texas,Burleson County,17644,42,64
48,053,Texas,Burnet County,49427,85,152
48,055,Texas,Caldwell County,45967,118,86
48,057,Texas,Calhoun County,20047,73,63
48,059,Texas,Callahan County,13750,33,51
48,061,Texas,Cameron County,421191,1401,804
48,063,Texas,Camp County,12450,41,34
48,065,Texas,Carson County,5808,12,15
48,067,Texas,Cass County,28399,60,124
48,069,Texas,Castro County,7337,21,16
48,071,Texas,Chambers County,47051,128,68
48,073,Texas,Cherokee County,50477,177,157
48,075,Texas,Childress County,6648,17,21
48,077,Texas,Clay County,10245,16,24
48,079,Texas,Cochran County,2559,9,7
48,081,Texas,Coke County,3288,9,15
48,083,Texas,Coleman County,7671,17,35
48,085,Texas,Collin County,1073149,2804,1494
48,087,Texas,Collingsworth County,2635,8,14
48,089,Texas,Colorado County,20566,48,70
48,091,Texas,Comal County,163573,398,401
48,093,Texas,Comanche County,13600,28,63
48,095,Texas,Concho County,3319,7,8
48,097,Texas,Cooke County,41697,121,148
48,099,Texas,Coryell County,83096,226,157
48,101,Texas,Cottle County,1374,3,2
48,103,Texas,Crane County,4668,19,20
48,105,Texas,Crockett County,3111,15,8
48,107,Texas,Crosby County,5098,13,14
48,109,Texas,Culberson County,2193,10,5
48,111,Texas,Dallam County,7116,40,17
48,113,Texas,Dallas County,2610957,8741,4968
48,115,Texas,Dawson County,12439,44,42
48,117,Texas,Deaf Smith County,18503,72,45
48,119,Texas,Delta County,5233,15,11
48,121,Texas,Denton County,913900,2444,1200
48,123,Texas,DeWitt County,19809,37,68
48,125,Texas,Dickens County,1760,5,5
48,127,Texas,Dimmit County,8563,33,37
48,129,Texas,Donley County,3269,8,12
48,131,Texas,Duval County,9808,30,35
48,133,Texas,Eastland County,17754,65,85
48,135,Texas,Ector County,165467,750,368
48,137,Texas,Edwards County,1414,3,10
48,139,Texas,Ellis County,194272,553,374
48,141,Texas,El Paso County,866093,2790,1717
48,143,Texas,Erath County,42715,108,86
48,145,Texas,Falls County,16961,46,47
48,147,Texas,Fannin County,35732,81,137
48,149,Texas,Fayette County,24452,38,91
48,151,Texas,Fisher County,3677,12,8
48,153,Texas,Floyd County,5378,13,15
48,155,Texas,Foard County,1086,4,9
48,157,Texas,Fort Bend County,828632,2135,1144
48,159,Texas,Franklin County,10366,20,33
48,161,Texas,Freestone County,19445,58,73
48,163,Texas,Frio County,18366,51,50
48,165,Texas,Gaines County,21701,120,45
48,167,Texas,Galveston County,351458,940,832
48,169,Texas,Garza County,5794,12,18
48,171,Texas,Gillespie County,26732,64,96
48,173,Texas,Glasscock County,1114,2,1
48,175,Texas,Goliad County,7005,8,19
48,177,Texas,Gonzales County,19653,60,57
48,179,Texas,Gray County,21179,62,65
48,181,Texas,Grayson County,136014,396,420
48,183,Texas,Gregg County,124175,384,401
48,185,Texas,Grimes County,29414,72,85
48,187,Texas,Guadalupe County,173541,414,354
48,189,Texas,Hale County,32439,110,84
48,191,Texas,Hall County,2801,2,14
48,193,Texas,Hamilton County,8230,18,39
48,195,Texas,Hansford County,5255,17,12
48,197,Texas,Hardeman County,3559,7,16
48,199,Texas,Hardin County,56277,146,200
48,201,Texas,Harris County,4732491,15329,8000
48,203,Texas,Harrison County,68778,168,200
48,205,Texas,Hartley County,5362,21,11
