stateAfips,countyAfips,stateAname,countyAname,population2020,births2020,deaths2020
01,001,Alabama,Autauga County,58877,143,168
01,003,Alabama,Baldwin County,233140,527,661
01,005,Alabama,Barbour County,25180,64,109
01,007,Alabama,Bibb County,22223,62,90
01,009,Alabama,Blount County,59081,152,220
01,011,Alabama,Bullock County,10309,33,37
01,013,Alabama,Butler County,19045,40,58
01,015,Alabama,Calhoun County,116266,311,409
01,017,Alabama,Chambers County,34678,85,121
01,019,Alabama,Cherokee County,24958,55,114
01,021,Alabama,Chilton County,45024,125,138
01,023,Alabama,Choctaw County,12619,36,53
01,025,Alabama,Clarke County,22995,78,100
01,027,Alabama,Clay County,14193,34,53
01,029,Alabama,Cleburne County,15035,31,65
01,031,Alabama,Coffee County,53565,141,181
01,033,Alabama,Colbert County,57236,167,213
01,035,Alabama,Conecuh County,11552,35,48
01,037,Alabama,Coosa County,10383,23,32
01,039,Alabama,Covington County,37469,78,176
01,041,Alabama,Crenshaw County,13157,25,45
01,043,Alabama,Cullman County,88044,245,333
01,045,Alabama,Dale County,49214,157,170
01,047,Alabama,Dallas County,38190,112,144
01,049,Alabama,DeKalb County,71630,206,224
01,051,Alabama,Elmore County,88116,227,233
01,053,Alabama,Escambia County,36665,98,132
01,055,Alabama,Etowah County,103393,287,406
01,057,Alabama,Fayette County,16307,34,57
01,059,Alabama,Franklin County,32063,101,114
01,061,Alabama,Geneva County,26675,75,113
01,063,Alabama,Greene County,7704,24,24
01,065,Alabama,Hale County,14792,46,45
01,067,Alabama,Henry County,17167,42,65
01,069,Alabama,Houston County,107190,284,340
01,071,Alabama,Jackson County,52519,142,221
01,073,Alabama,Jefferson County,673341,1884,2224
01,075,Alabama,Lamar County,13943,34,60
01,077,Alabama,Lauderdale County,93610,220,322
01,079,Alabama,Lawrence County,33063,88,135
01,081,Alabama,Lee County,174601,432,368
01,083,Alabama,Limestone County,104322,230,250
01,085,Alabama,Lowndes County,10297,29,33
01,087,Alabama,Macon County,19476,28,67
01,089,Alabama,Madison County,389696,1026,1042
01,091,Alabama,Marengo County,19264,48,74
01,093,Alabama,Marion County,29287,78,131
01,095,Alabama,Marshall County,97608,334,365
01,097,Alabama,Mobile County,414250,1239,1434
01,099,Alabama,Monroe County,19723,50,67
01,101,Alabama,Montgomery County,228448,731,645
01,103,Alabama,Morgan County,123336,314,443
01,105,Alabama,Perry County,8452,24,34
01,107,Alabama,Pickens County,19062,46,88
01,109,Alabama,Pike County,32981,83,81
01,111,Alabama,Randolph County,21971,55,99
01,113,Alabama,Russell County,59226,173,158
01,115,Alabama,St. Clair County,91333,231,268
01,117,Alabama,Shelby County,223708,480,509
01,119,Alabama,Sumter County,12295,29,45
01,121,Alabama,Talladega County,82069,204,292
01,123,Alabama,Tallapoosa County,41229,97,179
01,125,Alabama,Tuscaloosa County,227153,616,492
01,127,Alabama,Walker County,65100,170,323
01,129,Alabama,Washington County,15296,38,68
01,131,Alabama,Wilcox County,10518,20,56
01,133,Alabama,Winston County,23491,54,84
02,013,Alaska,Aleutians East Borough,3418,2,4
02,016,Alaska,Aleutians West Census Area,5206,9,7
02,020,Alaska,Anchorage Municipality,290637,942,561
02,050,Alaska,Bethel Census Area,18648,104,42
02,060,Alaska,Bristol Bay Borough,831,2,1
02,063,Alaska,Chugach Census Area,7073,15,9
02,066,Alaska,Copper River Census Area,2616,4,4
02,068,Alaska,Denali Borough,1611,7,2
02,070,Alaska,Dillingham Census Area,4839,22,10
02,090,Alaska,Fairbanks North Star Borough,95286,352,137
02,100,Alaska,Haines Borough,2085,4,6
02,105,Alaska,Hoonah-Angoon Census Area,2361,8,11
02,110,Alaska,Juneau City and Borough,32195,80,52
02,122,Alaska,Kenai Peninsula Borough,58893,140,125
02,130,Alaska,Ketchikan Gateway Borough,13902,35,26
02,150,Alaska,Kodiak Island Borough,13023,29,15
02,158,Alaska,Kusilvak Census Area,8357,58,23
02,164,Alaska,Lake and Peninsula Borough,1454,7,5
02,170,Alaska,Matanuska-Susitna Borough,107460,354,209
02,180,Alaska,Nome Census Area,10032,55,22
02,185,Alaska,North Slope Borough,10993,42,18
02,188,Alaska,Northwest Arctic Borough,7784,36,19
02,195,Alaska,Petersburg Borough,3401,6,3
02,198,Alaska,Prince of Wales-Hyder Census Area,5725,16,26
02,220,Alaska,Sitka City and Borough,8428,24,18
02,230,Alaska,Skagway Municipality,1239,0,0
02,240,Alaska,Southeast Fairbanks Census Area,6831,31,13
02,275,Alaska,Wrangell City and Borough,2130,7,5
02,282,Alaska,Yakutat City and Borough,683,2,1
02,290,Alaska,Yukon-Koyukuk Census Area,5300,14,10
04,001,Arizona,Apache County,65897,183,262
04,003,Arizona,Cochise County,125398,283,404
04,005,Arizona,Coconino County,145116,347,248
04,007,Arizona,Gila County,53306,111,239
04,009,Arizona,Graham County,38614,119,81
04,011,Arizona,Greenlee County,9522,26,16
04,012,Arizona,La Paz County,16580,36,70
04,013,Arizona,Maricopa County,4438342,11549,9912
04,015,Arizona,Mohave County,214070,406,1030
04,017,Arizona,Navajo County,106802,365,415
04,019,Arizona,Pima County,1045599,2414,2939
04,021,Arizona,Pinal County,429583,1043,1106
04,023,Arizona,Santa Cruz County,47653,134,125
04,025,Arizona,Yavapai County,237067,388,917
04,027,Arizona,Yuma County,204437,632,576
05,001,Arkansas,Arkansas County,17105,60,76
05,003,Arkansas,Ashley County,18960,55,70
05,005,Arkansas,Baxter County,41655,86,219
05,007,Arkansas,Benton County,286353,834,540
05,009,Arkansas,Boone County,37352,81,133
05,011,Arkansas,Bradley County,10498,38,46
05,013,Arkansas,Calhoun County,4725,12,25
05,015,Arkansas,Carroll County,28202,66,94
05,017,Arkansas,Chicot County,10143,28,43
05,019,Arkansas,Clark County,21362,47,72
05,021,Arkansas,Clay County,14508,31,58
05,023,Arkansas,Cleburne County,24665,53,125
05,025,Arkansas,Cleveland County,7544,20,38
05,027,Arkansas,Columbia County,22741,65,89
05,029,Arkansas,Conway County,20729,66,80
05,031,Arkansas,Craighead County,111576,354,254
05,033,Arkansas,Crawford County,60107,178,198
05,035,Arkansas,Crittenden County,48067,164,162
05,037,Arkansas,Cross County,16762,37,63
05,039,Arkansas,Dallas County,6445,9,17
05,041,Arkansas,Desha County,11330,37,35
05,043,Arkansas,Drew County,17309,42,46
05,045,Arkansas,Faulkner County,123666,329,304
05,047,Arkansas,Franklin County,17122,55,75
05,049,Arkansas,Fulton County,12033,26,58
05,051,Arkansas,Garland County,100162,252,437
05,053,Arkansas,Grant County,17975,44,72
05,055,Arkansas,Greene County,45818,142,133
05,057,Arkansas,Hempstead County,19993,69,60
05,059,Arkansas,Hot Spring County,33034,67,121
05,061,Arkansas,Howard County,12755,46,49
05,063,Arkansas,Independence County,37892,102,136
05,065,Arkansas,Izard County,13576,33,69
05,067,Arkansas,Jackson County,16737,48,70
05,069,Arkansas,Jefferson County,66811,169,224
05,071,Arkansas,Johnson County,25692,64,81
05,073,Arkansas,Lafayette County,6294,16,26
05,075,Arkansas,Lawrence County,16196,42,77
05,077,Arkansas,Lee County,8529,28,40
05,079,Arkansas,Lincoln County,12879,21,54
05,081,Arkansas,Little River County,11971,33,48
05,083,Arkansas,Logan County,21097,57,86
05,085,Arkansas,Lonoke County,74042,227,232
05,087,Arkansas,Madison County,16551,50,39
05,089,Arkansas,Marion County,16862,26,65
05,091,Arkansas,Miller County,42570,121,130
05,093,Arkansas,Mississippi County,40503,130,148
05,095,Arkansas,Monroe County,6765,12,15
05,097,Arkansas,Montgomery County,8459,15,46
05,099,Arkansas,Nevada County,8284,21,29
05,101,Arkansas,Newton County,7198,14,25
05,103,Arkansas,Ouachita County,22592,65,97
05,105,Arkansas,Perry County,9997,30,42
05,107,Arkansas,Phillips County,16445,58,77
05,109,Arkansas,Pike County,10165,24,23
05,111,Arkansas,Poinsett County,22893,74,112
05,113,Arkansas,Polk County,19182,64,72
05,115,Arkansas,Pope County,63346,164,210
05,117,Arkansas,Prairie County,8248,21,33
05,119,Arkansas,Pulaski County,399073,1239,1165
05,121,Arkansas,Randolph County,18581,55,65
05,123,Arkansas,St. Francis County,23046,95,77
05,125,Arkansas,Saline County,123681,310,353
05,127,Arkansas,Scott County,9811,32,48
05,129,Arkansas,Searcy County,7827,19,28
05,131,Arkansas,Sebastian County,127739,399,376
05,133,Arkansas,Sevier County,15778,57,43
05,135,Arkansas,Sharp County,17282,42,85
05,137,Arkansas,Stone County,12364,29,49
05,139,Arkansas,Union County,38925,100,143
05,141,Arkansas,Van Buren County,15765,22,79
05,143,Arkansas,Washington County,246662,774,517
05,145,Arkansas,White County,76810,182,221
05,147,Arkansas,Woodruff County,6200,7,37
05,149,Arkansas,Yell County,20216,70,65
06,001,California,Alameda County,1679844,4449,2827
06,003,California,Alpine County,1198,2,10
06,005,California,Amador County,40541,67,133
06,007,California,Butte County,210083,504,607
06,009,California,Calaveras County,45327,86,136
06,011,California,Colusa County,21853,65,47
06,013,California,Contra Costa County,1165562,2911,2242
06,015,California,Del Norte County,27709,47,94
06,017,California,El Dorado County,191114,374,456
06,019,California,Fresno County,1008966,3428,2277
06,021,California,Glenn County,28893,97,55
06,023,California,Humboldt County,136351,368,347
06,025,California,Imperial County,179489,562,467
06,027,California,Inyo County,19023,48,57
06,029,California,Kern County,909997,3014,2014
06,031,California,Kings County,152627,542,262
06,033,California,Lake County,68174,180,226
06,035,California,Lassen County,32719,92,63
06,037,California,Los Angeles County,9989165,24177,20782
06,039,California,Madera County,156620,534,336
06,041,California,Marin County,261776,532,549
06,043,California,Mariposa County,17124,22,50
06,045,California,Mendocino County,91354,204,243
06,047,California,Merced County,281726,976,588
06,049,California,Modoc County,8658,4,34
06,051,California,Mono County,13206,26,12
06,053,California,Monterey County,438500,1436,770
06,055,California,Napa County,137608,289,307
06,057,California,Nevada County,102199,203,297
06,059,California,Orange County,3184101,7723,5980
06,061,California,Placer County,405741,913,914
06,063,California,Plumas County,19769,31,43
06,065,California,Riverside County,2422764,6646,5593
06,067,California,Sacramento County,1586241,4548,3453
06,069,California,San Benito County,64507,195,124
06,071,California,San Bernardino County,2182740,6455,5120
06,073,California,San Diego County,3297252,9284,6314
06,075,California,San Francisco County,870014,2032,1648
06,077,California,San Joaquin County,780517,2536,1880
06,079,California,San Luis Obispo County,282231,626,687
06,081,California,San Mateo County,762453,1955,1292
06,083,California,Santa Barbara County,448096,1419,909
06,085,California,Santa Clara County,1930598,5032,2846
06,087,California,Santa Cruz County,270353,590,465
06,089,California,Shasta County,181893,465,633
06,091,California,Sierra County,3228,6,8
06,093,California,Siskiyou County,43962,79,142
06,095,California,Solano County,453274,1260,976
06,097,California,Sonoma County,488345,1140,1144
06,099,California,Stanislaus County,552710,1755,1346
06,101,California,Sutter County,99480,308,223
06,103,California,Tehama County,65615,160,207
06,105,California,Trinity County,16088,23,35
06,107,California,Tulare County,473736,1642,976
06,109,California,Tuolumne County,55516,101,200
06,111,California,Ventura County,842921,2067,1753
06,113,California,Yolo County,216255,459,366
06,115,California,Yuba County,81932,268,173
08,001,Colorado,Adams County,520163,1590,1005
08,003,Colorado,Alamosa County,16362,42,35
08,005,Colorado,Arapahoe County,655112,1844,1258
08,007,Colorado,Archuleta County,13424,30,26
08,009,Colorado,Baca County,3486,15,21
08,011,Colorado,Bent County,5635,12,19
08,013,Colorado,Boulder County,330811,605,550
08,014,Colorado,Broomfield County,74513,164,117
08,015,Colorado,Chaffee County,19571,38,52
08,017,Colorado,Cheyenne County,1736,4,8
08,019,Colorado,Clear Creek County,9404,20,13
08,021,Colorado,Conejos County,7464,34,19
08,023,Colorado,Costilla County,3506,10,12
08,025,Colorado,Crowley County,5893,8,26
08,027,Colorado,Custer County,4712,5,14
08,029,Colorado,Delta County,31232,64,109
08,031,Colorado,Denver County,717630,2115,1490
08,033,Colorado,Dolores County,2338,3,5
08,035,Colorado,Douglas County,360102,820,465
08,037,Colorado,Eagle County,55665,140,35
08,039,Colorado,Elbert County,26206,44,38
08,041,Colorado,El Paso County,731847,2210,1558
08,043,Colorado,Fremont County,48981,75,152
08,045,Colorado,Garfield County,61776,191,100
08,047,Colorado,Gilpin County,5810,7,8
08,049,Colorado,Grand County,15733,31,14
08,051,Colorado,Gunnison County,16945,31,22
08,053,Colorado,Hinsdale County,794,1,0
08,055,Colorado,Huerfano County,6810,8,38
08,057,Colorado,Jackson County,1376,2,3
08,059,Colorado,Jefferson County,582928,1404,1314
08,061,Colorado,Kiowa County,1452,2,5
08,063,Colorado,Kit Carson County,7064,22,29
08,065,Colorado,Lake County,7409,18,11
08,067,Colorado,La Plata County,55642,98,98
08,069,Colorado,Larimer County,359686,731,695
08,071,Colorado,Las Animas County,14564,29,53
08,073,Colorado,Lincoln County,5669,12,11
08,075,Colorado,Logan County,21495,58,79
08,077,Colorado,Mesa County,155939,382,421
08,079,Colorado,Mineral County,867,0,5
08,081,Colorado,Moffat County,13267,48,40
08,083,Colorado,Montezuma County,25858,55,70
08,085,Colorado,Montrose County,42798,88,118
08,087,Colorado,Morgan County,29065,116,102
08,089,Colorado,Otero County,18667,44,61
08,091,Colorado,Ouray County,4869,12,16
08,093,Colorado,Park County,17421,46,24
08,095,Colorado,Phillips County,4534,23,14
08,097,Colorado,Pitkin County,17342,31,15
08,099,Colorado,Prowers County,11986,43,49
08,101,Colorado,Pueblo County,168467,431,590
08,103,Colorado,Rio Blanco County,6518,11,16
08,105,Colorado,Rio Grande County,11538,25,33
08,107,Colorado,Routt County,24839,57,24
08,109,Colorado,Saguache County,6383,15,25
08,111,Colorado,San Juan County,710,1,3
08,113,Colorado,San Miguel County,8055,16,8
08,115,Colorado,Sedgwick County,2390,2,13
08,117,Colorado,Summit County,30971,50,22
08,119,Colorado,Teller County,24726,28,53
08,121,Colorado,Washington County,4815,14,18
08,123,Colorado,Weld County,331358,1134,558
08,125,Colorado,Yuma County,9979,33,30
09,001,Connecticut,Fairfield County,955895,2291,2129
09,003,Connecticut,Hartford County,897932,2157,2525
09,005,Connecticut,Litchfield County,184874,339,538
09,007,Connecticut,Middlesex County,163923,321,459
09,009,Connecticut,New Haven County,863498,2011,2440
09,011,Connecticut,New London County,268248,623,709
09,013,Connecticut,Tolland County,149650,301,306
09,015,Connecticut,Windham County,116240,247,322
10,001,Delaware,Kent County,182256,446,479
10,003,Delaware,New Castle County,570718,1419,1405
10,005,Delaware,Sussex County,238912,543,765
11,001,District of Columbia,District of Columbia,690093,2145,1387
12,001,Florida,Alachua County,278684,633,582
12,003,Florida,Baker County,28309,81,79
12,005,Florida,Bay County,174461,445,525
12,007,Florida,Bradford County,28364,75,89
12,009,Florida,Brevard County,608007,1218,2252
12,011,Florida,Broward County,1941516,4931,4956
12,013,Florida,Calhoun County,13615,31,57
12,015,Florida,Charlotte County,187960,259,831
12,017,Florida,Citrus County,154403,260,873
12,019,Florida,Clay County,218797,505,579
12,021,Florida,Collier County,377079,777,1034
12,023,Florida,Columbia County,69889,182,231
12,027,Florida,DeSoto County,34080,87,112
12,029,Florida,Dixie County,16805,39,55
12,031,Florida,Duval County,996373,2961,2627
12,033,Florida,Escambia County,322424,915,1108
12,035,Florida,Flagler County,115968,175,459
12,037,Florida,Franklin County,12456,24,54
12,039,Florida,Gadsden County,43701,109,141
12,041,Florida,Gilchrist County,17928,44,59
12,043,Florida,Glades County,12179,12,34
12,045,Florida,Gulf County,14181,20,61
12,047,Florida,Hamilton County,13988,41,62
12,049,Florida,Hardee County,25313,68,62
12,051,Florida,Hendry County,39707,115,99
12,053,Florida,Hernando County,195508,378,842
12,055,Florida,Highlands County,101222,177,524
12,057,Florida,Hillsborough County,1463380,3910,3437
12,059,Florida,Holmes County,19622,41,75
12,061,Florida,Indian River County,160345,280,633
12,063,Florida,Jackson County,47214,103,209
12,065,Florida,Jefferson County,14560,36,61
12,067,Florida,Lafayette County,8252,21,21
12,069,Florida,Lake County,385875,785,1338
12,071,Florida,Lee County,764679,1639,2278
12,073,Florida,Leon County,292378,720,669
12,075,Florida,Levy County,43051,93,144
12,077,Florida,Liberty County,7974,14,22
12,079,Florida,Madison County,17976,53,76
12,081,Florida,Manatee County,401443,816,1271
12,083,Florida,Marion County,377370,795,1669
12,085,Florida,Martin County,158529,308,616
12,086,Florida,Miami-Dade County,2692459,6772,6840
12,087,Florida,Monroe County,82809,180,212
12,089,Florida,Nassau County,90993,213,261
12,091,Florida,Okaloosa County,211809,608,617
12,093,Florida,Okeechobee County,39641,117,139
12,095,Florida,Orange County,1429899,3819,2610
12,097,Florida,Osceola County,390855,1102,805
12,099,Florida,Palm Beach County,1492466,3366,4576
12,101,Florida,Pasco County,565745,1237,1869
12,103,Florida,Pinellas County,958752,1806,3577
12,105,Florida,Polk County,729233,1878,2291
12,107,Florida,Putnam County,73347,175,329
12,109,Florida,St. Johns County,276916,576,593
12,111,Florida,St. Lucie County,331275,716,1013
12,113,Florida,Santa Rosa County,189133,465,479
12,115,Florida,Sarasota County,435664,647,1820
12,117,Florida,Seminole County,471058,1053,1040
12,119,Florida,Sumter County,130897,115,651
12,121,Florida,Suwannee County,43510,82,187
12,123,Florida,Taylor County,21760,42,98
12,125,Florida,Union County,16126,35,73
12,127,Florida,Volusia County,554901,1168,2186
12,129,Florida,Wakulla County,33907,63,87
12,131,Florida,Walton County,75855,179,237
12,133,Florida,Washington County,25357,51,100
13,001,Georgia,Appling County,18428,57,59
13,003,Georgia,Atkinson County,8301,31,27
13,005,Georgia,Bacon County,11123,45,41
13,007,Georgia,Baker County,2844,5,18
13,009,Georgia,Baldwin County,43773,82,153
13,011,Georgia,Banks County,18069,55,54
13,013,Georgia,Barrow County,83963,251,177
13,015,Georgia,Bartow County,109311,334,304
13,017,Georgia,Ben Hill County,17153,47,69
13,019,Georgia,Berrien County,18159,53,63
13,021,Georgia,Bibb County,157104,460,533
13,023,Georgia,Bleckley County,12577,41,48
13,025,Georgia,Brantley County,18040,47,51
13,027,Georgia,Brooks County,16232,28,65
13,029,Georgia,Bryan County,44999,131,93
13,031,Georgia,Bulloch County,81378,213,136
13,033,Georgia,Burke County,24621,69,75
13,035,Georgia,Butts County,25542,64,81
13,037,Georgia,Calhoun County,5560,8,32
13,039,Georgia,Camden County,54911,177,102
13,043,Georgia,Candler County,11001,30,48
13,045,Georgia,Carroll County,119463,355,309
13,047,Georgia,Catoosa County,67976,171,195
13,049,Georgia,Charlton County,12530,22,37
13,051,Georgia,Chatham County,294904,815,733
13,053,Georgia,Chattahoochee County,9482,44,4
13,055,Georgia,Chattooga County,24921,57,98
13,057,Georgia,Cherokee County,268043,684,475
13,059,Georgia,Clarke County,128489,313,212
13,061,Georgia,Clay County,2835,7,14
13,063,Georgia,Clayton County,297417,984,640
13,065,Georgia,Clinch County,6723,25,31
13,067,Georgia,Cobb County,766209,2050,1265
13,069,Georgia,Coffee County,43047,134,139
13,071,Georgia,Colquitt County,45866,150,154
13,073,Georgia,Columbia County,156773,439,310
13,075,Georgia,Cook County,17232,46,56
13,077,Georgia,Coweta County,146653,382,333
13,079,Georgia,Crawford County,12100,31,45
13,081,Georgia,Crisp County,20042,66,91
13,083,Georgia,Dade County,16224,38,67
13,085,Georgia,Dawson County,27047,57,58
13,087,Georgia,Decatur County,29338,97,115
13,089,Georgia,DeKalb County,763831,2298,1466
13,091,Georgia,Dodge County,19849,43,82
13,093,Georgia,Dooly County,11142,27,49
13,095,Georgia,Dougherty County,85366,266,314
13,097,Georgia,Douglas County,144497,407,335
13,099,Georgia,Early County,10813,25,37
13,101,Georgia,Echols County,3696,10,18
13,103,Georgia,Effingham County,65150,211,115
13,105,Georgia,Elbert County,19627,33,93
13,107,Georgia,Emanuel County,22730,65,82
13,109,Georgia,Evans County,10757,33,40
13,111,Georgia,Fannin County,25396,44,121
13,113,Georgia,Fayette County,119441,204,269
13,115,Georgia,Floyd County,98593,248,320
13,117,Georgia,Forsyth County,252786,567,358
13,119,Georgia,Franklin County,23429,67,108
13,121,Georgia,Fulton County,1069023,2686,1939
13,123,Georgia,Gilmer County,31429,67,105
13,125,Georgia,Glascock County,2883,6,14
13,127,Georgia,Glynn County,84470,182,280
13,129,Georgia,Gordon County,57696,161,170
13,131,Georgia,Grady County,26221,66,52
13,133,Georgia,Greene County,19025,29,53
13,135,Georgia,Gwinnett County,957801,2721,1439
13,137,Georgia,Habersham County,46105,125,172
13,139,Georgia,Hall County,203589,614,522
13,141,Georgia,Hancock County,8722,14,51
13,143,Georgia,Haralson County,29985,85,143
13,145,Georgia,Harris County,34927,72,56
13,147,Georgia,Hart County,25866,57,79
13,149,Georgia,Heard County,11465,44,32
13,151,Georgia,Henry County,241818,617,459
13,153,Georgia,Houston County,164242,470,402
13,155,Georgia,Irwin County,9643,24,34
13,157,Georgia,Jackson County,76712,213,180
13,159,Georgia,Jasper County,14638,30,50
13,161,Georgia,Jeff Davis County,14777,40,61
13,163,Georgia,Jefferson County,15658,40,82
13,165,Georgia,Jenkins County,8662,11,25
13,167,Georgia,Johnson County,9168,20,37
13,169,Georgia,Jones County,28356,53,91
13,171,Georgia,Lamar County,18550,48,62
13,173,Georgia,Lanier County,9916,27,21
13,175,Georgia,Laurens County,49497,138,196
13,177,Georgia,Lee County,33179,79,99
13,179,Georgia,Liberty County,65220,325,136
13,181,Georgia,Lincoln County,7704,14,21
13,183,Georgia,Long County,16287,69,31
13,185,Georgia,Lowndes County,118316,365,303
13,187,Georgia,Lumpkin County,33596,67,91
13,189,Georgia,McDuffie County,21587,58,70
13,191,Georgia,McIntosh County,10982,19,35
13,193,Georgia,Macon County,12021,27,46
13,195,Georgia,Madison County,30263,93,75
13,197,Georgia,Marion County,7520,16,22
13,199,Georgia,Meriwether County,20619,57,80
13,201,Georgia,Miller County,5987,12,20
13,205,Georgia,Mitchell County,21677,67,92
13,207,Georgia,Monroe County,28046,63,94
13,209,Georgia,Montgomery County,8577,22,21
13,211,Georgia,Morgan County,20174,56,70
13,213,Georgia,Murray County,39938,101,142
13,215,Georgia,Muscogee County,206960,691,544
13,217,Georgia,Newton County,112780,334,295
13,219,Georgia,Oconee County,42021,100,82
13,221,Georgia,Oglethorpe County,14865,40,48
13,223,Georgia,Paulding County,169660,488,337
13,225,Georgia,Peach County,28035,85,88
13,227,Georgia,Pickens County,33333,68,95
13,229,Georgia,Pierce County,19722,60,75
13,231,Georgia,Pike County,18935,48,47
13,233,Georgia,Polk County,42925,143,120
13,235,Georgia,Pulaski County,9863,22,30
13,237,Georgia,Putnam County,22140,38,70
13,239,Georgia,Quitman County,2224,5,13
13,241,Georgia,Rabun County,16894,41,89
13,243,Georgia,Randolph County,6377,14,39
13,245,Georgia,Richmond County,206328,628,585
13,247,Georgia,Rockdale County,93614,253,249
13,249,Georgia,Schley County,4538,16,10
13,251,Georgia,Screven County,14060,32,58
13,253,Georgia,Seminole County,9138,24,31
13,255,Georgia,Spalding County,67413,219,260
13,257,Georgia,Stephens County,26800,62,85
13,259,Georgia,Stewart County,5295,8,15
13,261,Georgia,Sumter County,29553,73,107
13,263,Georgia,Talbot County,5731,12,13
13,265,Georgia,Taliaferro County,1557,1,10
13,267,Georgia,Tattnall County,22852,60,62
13,269,Georgia,Taylor County,7814,20,29
13,271,Georgia,Telfair County,12461,32,45
13,273,Georgia,Terrell County,9153,25,44
13,275,Georgia,Thomas County,45766,109,138
13,277,Georgia,Tift County,41348,130,122
13,279,Georgia,Toombs County,27052,107,115
13,281,Georgia,Towns County,12539,21,57
13,283,Georgia,Treutlen County,6390,20,27
13,285,Georgia,Troup County,69388,191,222
13,287,Georgia,Turner County,8971,19,41
13,289,Georgia,Twiggs County,7986,10,46
13,291,Georgia,Union County,24766,34,121
13,293,Georgia,Upson County,27712,69,124
13,295,Georgia,Walker County,67711,167,223
13,297,Georgia,Walton County,97135,254,265
13,299,Georgia,Ware County,36218,112,140
13,301,Georgia,Warren County,5205,12,28
13,303,Georgia,Washington County,19927,51,69
13,305,Georgia,Wayne County,30155,104,96
13,307,Georgia,Webster County,2350,3,7
13,309,Georgia,Wheeler County,7430,10,24
13,311,Georgia,White County,28090,55,101
13,313,Georgia,Whitfield County,102727,298,256
13,315,Georgia,Wilcox County,8731,14,31
13,317,Georgia,Wilkes County,9556,31,36
13,319,Georgia,Wilkinson County,8844,33,46
13,321,Georgia,Worth County,20719,54,82
15,001,Hawaii,Hawaii County,200746,511,621
15,003,Hawaii,Honolulu County,1013227,2884,2559
15,005,Hawaii,Kalawao County,82,0,0
15,007,Hawaii,Kauai County,73201,180,162
15,009,Hawaii,Maui County,164655,427,431
16,001,Idaho,Ada County,497984,1248,1005
16,003,Idaho,Adams County,4424,10,10
16,005,Idaho,Bannock County,87177,262,239
16,007,Idaho,Bear Lake County,6370,24,25
16,009,Idaho,Benewah County,9576,34,28
16,011,Idaho,Bingham County,48068,153,127
16,013,Idaho,Blaine County,24327,32,40
16,015,Idaho,Boise County,7647,10,14
16,017,Idaho,Bonner County,47390,108,112
16,019,Idaho,Bonneville County,124626,437,278
16,021,Idaho,Boundary County,12113,27,42
16,023,Idaho,Butte County,2577,8,12
16,025,Idaho,Camas County,1089,3,2
16,027,Idaho,Canyon County,232714,778,538
16,029,Idaho,Caribou County,7015,22,19
16,031,Idaho,Cassia County,24699,95,58
16,033,Idaho,Clark County,792,4,2
16,035,Idaho,Clearwater County,8750,23,37
16,037,Idaho,Custer County,4266,6,11
16,039,Idaho,Elmore County,28668,112,69
16,041,Idaho,Franklin County,14269,46,28
16,043,Idaho,Fremont County,13404,41,33
16,045,Idaho,Gem County,19258,63,71
16,047,Idaho,Gooding County,15643,42,54
16,049,Idaho,Idaho County,16561,29,65
16,051,Idaho,Jefferson County,31055,122,58
16,053,Idaho,Jerome County,24222,82,54
16,055,Idaho,Kootenai County,172646,487,463
16,057,Idaho,Latah County,39611,119,80
16,059,Idaho,Lemhi County,7948,15,43
16,061,Idaho,Lewis County,3531,13,14
16,063,Idaho,Lincoln County,5133,19,11
16,065,Idaho,Madison County,52876,288,31
16,067,Idaho,Minidoka County,21674,71,66
16,069,Idaho,Nez Perce County,42088,113,164
16,071,Idaho,Oneida County,4554,6,16
16,073,Idaho,Owyhee County,11978,29,35
16,075,Idaho,Payette County,25589,85,62
16,077,Idaho,Power County,7879,25,18
16,079,Idaho,Shoshone County,13189,42,43
16,081,Idaho,Teton County,11731,36,13
16,083,Idaho,Twin Falls County,90279,295,292
16,085,Idaho,Valley County,11838,30,27
16,087,Idaho,Washington County,10544,19,41
17,001,Illinois,Adams County,65530,152,232
17,003,Illinois,Alexander County,5168,14,28
17,005,Illinois,Bond County,16663,36,54
17,007,Illinois,Boone County,53326,133,109
17,009,Illinois,Brown County,6217,8,15
17,011,Illinois,Bureau County,33118,86,153
17,013,Illinois,Calhoun County,4411,10,13
17,015,Illinois,Carroll County,15664,25,53
17,017,Illinois,Cass County,12956,38,52
17,019,Illinois,Champaign County,205469,543,443
17,021,Illinois,Christian County,33900,76,127
17,023,Illinois,Clark County,15407,53,58
17,025,Illinois,Clay County,13267,36,41
17,027,Illinois,Clinton County,36896,99,96
17,029,Illinois,Coles County,46737,125,164
17,031,Illinois,Cook County,5262741,14260,12228
17,033,Illinois,Crawford County,18639,44,53
17,035,Illinois,Cumberland County,10428,29,33
17,037,Illinois,DeKalb County,100233,290,218
17,039,Illinois,De Witt County,15441,45,71
17,041,Illinois,Douglas County,19742,52,55
17,043,Illinois,DuPage County,931153,2485,1940
17,045,Illinois,Edgar County,16755,30,80
17,047,Illinois,Edwards County,6205,11,33
17,049,Illinois,Effingham County,34614,95,111
17,051,Illinois,Fayette County,21460,53,63
17,053,Illinois,Ford County,13533,41,46
17,055,Illinois,Franklin County,37636,83,156
17,057,Illinois,Fulton County,33440,64,140
17,059,Illinois,Gallatin County,4947,12,12
